dissimilarity_d0_a0,dissimilarity_d0_a1,dissimilarity_d0_a2,dissimilarity_d0_a3,dissimilarity_d1_a0,dissimilarity_d1_a1,dissimilarity_d1_a2,dissimilarity_d1_a3,dissimilarity_d2_a0,dissimilarity_d2_a1,dissimilarity_d2_a2,dissimilarity_d2_a3,correlation_d0_a0,correlation_d0_a1,correlation_d0_a2,correlation_d0_a3,correlation_d1_a0,correlation_d1_a1,correlation_d1_a2,correlation_d1_a3,correlation_d2_a0,correlation_d2_a1,correlation_d2_a2,correlation_d2_a3,contrast_d0_a0,contrast_d0_a1,contrast_d0_a2,contrast_d0_a3,contrast_d1_a0,contrast_d1_a1,contrast_d1_a2,contrast_d1_a3,contrast_d2_a0,contrast_d2_a1,contrast_d2_a2,contrast_d2_a3,energy_d0_a0,energy_d0_a1,energy_d0_a2,energy_d0_a3,energy_d1_a0,energy_d1_a1,energy_d1_a2,energy_d1_a3,energy_d2_a0,energy_d2_a1,energy_d2_a2,energy_d2_a3,homogeneity_d0_a0,homogeneity_d0_a1,homogeneity_d0_a2,homogeneity_d0_a3,homogeneity_d1_a0,homogeneity_d1_a1,homogeneity_d1_a2,homogeneity_d1_a3,homogeneity_d2_a0,homogeneity_d2_a1,homogeneity_d2_a2,homogeneity_d2_a3,ASM_d0_a0,ASM_d0_a1,ASM_d0_a2,ASM_d0_a3,ASM_d1_a0,ASM_d1_a1,ASM_d1_a2,ASM_d1_a3,ASM_d2_a0,ASM_d2_a1,ASM_d2_a2,ASM_d2_a3,category
12.271161417322935,12.843635687271597,12.354330708661548,12.845743691487582,12.43343749999983,12.141660367850282,12.274937499999817,12.25976316452447,12.237550813008058,12.275689386056168,12.436610772357636,12.24317117585845,0.033511944250749756,-0.03783685253578044,0.018027706294103274,-0.03349748533652422,0.02841916114746369,0.06522053872415494,0.05249668313208258,0.05063905941140576,0.04707421987009531,0.05214062770841141,0.028722192358798245,0.051731623670188444,253.55647145669522,272.06553413107446,257.7052165354351,270.93130386261385,254.09693749999633,244.708931720825,248.44993749999705,248.6394557823011,247.60658028455177,245.92436264308117,254.38948170731564,246.32043444329037,0.02670258255887782,0.026544743255318613,0.026635182323772596,0.02658287400929312,0.026584917011343166,0.0266258179346936,0.0265409839328726,0.026596334921321515,0.026666052011474366,0.026651366438221597,0.026485061922407956,0.026647874674002474,0.08501278081358062,0.07838489237350632,0.08413755308686593,0.07836927614509204,0.08117546612303612,0.083995580560359,0.0805305704856029,0.08104616894834178,0.08184273465183041,0.0795954016864602,0.08150806684609643,0.08249253178599839,0.000713027915313686,0.0007046233944907831,0.0007094329374206082,0.0007066491905939517,0.0007067578125000032,0.0007089341806914513,0.0007044238281250015,0.0007073650312471063,0.0007110783298786562,0.0007102953330243645,0.0007014585050337839,0.0007101092246413425,Gres
11.837967519685115,12.517143034286269,12.002337598425266,12.530349060698272,12.30293749999984,11.954837490551244,12.08237499999988,11.836482741244124,12.037220528455247,12.120837669094616,11.989837398373895,12.017234651404763,0.07202026425005027,-0.020922529517769173,0.05843612360401169,-0.025944705081167557,0.019972262441358697,0.0699037934887892,0.06043838268457337,0.08755957300302435,0.055143079771070753,0.050656751927519277,0.06579153548809062,0.06749212857983522,230.35273129921356,253.85609771219922,234.47834645669414,255.07161014322432,243.696312499998,231.87836986645573,234.31612499999773,227.43537414965084,234.09235264227542,236.5143080124875,233.22751524390233,232.1746227887622,0.027027649390821473,0.02679399040211876,0.02685016183186938,0.026843082390094867,0.026831105141700843,0.026745538926128177,0.02674861269767097,0.026839793036287078,0.026755503664806623,0.026686575947440803,0.026753354899363303,0.02665941955906236,0.0854702470384783,0.0789217457216568,0.08120877828339311,0.08125352741138374,0.07996981696796508,0.0850914859360391,0.08106036163514997,0.08478851261602148,0.08215371270061514,0.0799846766642418,0.0829723219045493,0.08125486454079016,0.0007304938315931724,0.0007179179216688321,0.0007209311903975753,0.0007205510722014211,0.0007199082031250054,0.0007153238524490376,0.0007154882812500047,0.0007203744902307243,0.0007158569763574806,0.000712173335798526,0.0007157419983712865,0.0007107246512261166,Gres
13.026328740157554,13.44150288300597,13.103961614173304,13.491598983198157,13.047624999999854,12.815066767447158,12.832687499999862,12.759385235575095,12.973323170731616,12.951157648282985,12.908346036585304,13.098270031217455,0.006565690348493079,-0.039134868083223556,-0.0023682955326891296,-0.03781618800462107,0.023472998164654358,0.055518601328068726,0.05411302354266738,0.06413045619883428,0.03671882832724367,0.04322697806518546,0.05323232389475611,0.028133152074048186,283.4339320866157,297.1132742265544,286.8190206692931,296.74375348751295,278.40812499999697,270.19450743259085,270.88131249999765,267.80448475685483,274.6218241869905,273.9062825182117,271.38065294715256,278.23731789802457,0.025340829828276523,0.025322743669729777,0.025377426982156313,0.025255901002332173,0.02528883925025048,0.02525860487108235,0.025304474036225495,0.02529682384147928,0.02535500369728327,0.025274160457804593,0.025191825159128288,0.025265498395502586,0.08001402191411294,0.07555539697775426,0.08032906515000793,0.0743330001049771,0.07335695727383719,0.07897948705637718,0.0804119780473824,0.07868392498493139,0.0754271021810122,0.07709549936783232,0.07583949218540803,0.07701675332812039,0.0006421576563856692,0.0006412413469628395,0.0006440138002346752,0.0006378605354396033,0.0006395253906250093,0.0006379971200334649,0.0006403164062500101,0.0006399292964668346,0.0006428762124892482,0.0006387831868468533,0.000634628054848089,0.0006383454091731437,Gres
13.298966535433173,13.770847541695332,13.289677657480437,13.734019468039172,13.338874999999836,13.012156714537044,13.155812499999831,13.044910556814674,13.2362804878048,13.271136836628507,13.088795731707215,13.142624869927129,-0.008365724232643364,-0.0673130474733205,-0.017609346074818424,-0.05912998315057182,-0.0018718313955516223,0.04831694112506827,0.01666575459155579,0.04289356613112185,0.01658656775021698,0.01061552383212887,0.027311296037459964,0.022902639359159146,291.47699311023905,308.34273668548127,294.05517962598594,305.9701159402398,289.3836249999969,274.9582388510845,284.04318749999675,276.54075333835885,283.76969004064995,285.09293704474754,280.5646595528436,281.720278355883,0.025168662937702306,0.025179722835473137,0.02515181774994311,0.02523256516343214,0.025170007883888443,0.025131762065598185,0.025224344949373933,0.025172813757619046,0.02514273327869796,0.025079362613795023,0.025068009962700488,0.0251463973354552,0.07575594793402769,0.07208364764979591,0.0773065929725582,0.06975556163221697,0.07391436016826425,0.07320782426892276,0.07685170136857397,0.07574909463855566,0.07241513455105804,0.07663883780397222,0.07802922253132943,0.07773651668753885,0.0006334615940716697,0.0006340184420712474,0.0006326139361263533,0.0006366823447268493,0.0006335292968750063,0.00063160546452184,0.0006362675781250062,0.0006336705524757748,0.0006321570367237458,0.0006289744291142194,0.0006284051234900508,0.0006323412989525883,Gres
12.811577263779625,13.216690433381077,12.685408464566972,13.219790439581091,12.770124999999823,12.514991181657292,12.509749999999805,12.4804736709493,12.619410569105654,12.580254942767883,12.542238313008069,12.724700832466167,0.01388928790890958,-0.025485815518828375,0.03019758830791458,-0.028912612949143306,0.029722550969928808,0.07517208833311018,0.07565110952946086,0.07378300486792116,0.055826954731693766,0.06517107442851305,0.06451345623973213,0.038382524531432684,270.30296505905665,281.0577221154494,266.1059301181111,282.0109120218293,265.15262499999744,252.6221970269495,253.25024999999744,252.99332325521817,257.0434451219505,254.25533298647358,255.5560848577234,261.5445499479723,0.02574803343606724,0.02567913109255202,0.025798394878022164,0.025645577684661393,0.025729019061654958,0.02575965400722358,0.025676472693888532,0.025782708221613427,0.02576220608382789,0.02569115597375023,0.025793428506352804,0.025752410539036152,0.08135570563711095,0.07453981328582128,0.07753277388345998,0.0724857833012006,0.07616039962838222,0.07973523598441411,0.07964057566558617,0.08005749274588124,0.07907899284958651,0.07741386485236842,0.08059958314401014,0.07782820098804188,0.0006629612258248367,0.0006594177736684718,0.0006655571782823602,0.0006576956547800024,0.0006619824218750042,0.0006635597745718697,0.0006592812500000034,0.0006647480432408526,0.0006636912623056187,0.0006600354952675622,0.0006653009541123335,0.0006631866485710602,Gres
13.101870078740241,13.567115134230464,12.971210629921346,13.514663029326345,13.076499999999806,12.730032753841725,12.847499999999837,12.799382716048848,13.016768292682888,12.910379812695094,12.961382113821063,13.035509885535845,0.002200536216564087,-0.055792332549705295,0.012002587017531804,-0.04632733494122899,0.02006797257874288,0.06290415574101454,0.0470028635164099,0.05079913656108161,0.019817703660401812,0.04050437122579246,0.03319202419626283,0.01941819916647272,277.4363927165389,293.69743939488416,274.6785187007893,291.07099014198656,272.6174999999968,260.7724867724768,264.4023749999976,264.15035273367465,272.207317073171,266.2064255983376,268.5439532520315,272.16285119667265,0.025256016868015957,0.02523709697333913,0.025338552418683304,0.025363621020085676,0.02528370275493687,0.025215057417324157,0.025337950168670048,0.02520396202822352,0.025274922860568375,0.025231071869547057,0.02522411348439565,0.02525206004564183,0.07632541819760129,0.07029397185700974,0.07729835625334469,0.07001640171453183,0.07310740054853362,0.0797016626855686,0.07487399645116564,0.07802595048844352,0.07765807985259372,0.07492556982687146,0.0749824484354327,0.07477936179759928,0.0006378663880375066,0.0006369110636417231,0.0006420422386743614,0.0006433132712505319,0.0006392656250000024,0.0006357991205589539,0.0006420117187500065,0.000635239701920133,0.0006388217256076818,0.0006366069876862488,0.0006362559010736706,0.0006376665365487005,Gres
15.80954724409465,15.591605183210701,15.58193897637817,15.856469712939797,15.428437499999696,15.29264298311838,15.26831249999972,15.27091206853032,15.24707825203244,15.428134755462981,15.243076727642197,15.359521331945874,-0.026861168029511294,0.010238199655407607,-0.0036754572768444623,-0.021278000873263578,0.03250064364374151,0.04599254517992215,0.04763029669670571,0.04954530963926633,0.050133333852613086,0.02788640393676153,0.04364278100723708,0.03989577742845032,400.9440206692988,386.50771901544937,391.4608759842598,398.80333560668,378.26431249999536,372.4674981103365,370.7615624999967,371.0572562358083,371.7491107723546,380.08669354839003,372.6838795731664,375.06516649324055,0.021277335983242964,0.021280769240860344,0.021329781740993082,0.021232530637670718,0.021235059085742296,0.021278160615823372,0.0212969151228521,0.021284639085596618,0.021226550670582364,0.02124790716291289,0.021312710499263875,0.021255818563725225,0.05925893893269285,0.06214995188143268,0.06444500094207165,0.05921977330857916,0.060980884649369745,0.06307701498444604,0.06340122390110105,0.06441480814245903,0.06621342009103008,0.0625217597373124,0.0657745800291331,0.062055400293279855,0.0004527250265438058,0.00045287113948274765,0.0004549595891184019,0.00045082035727962575,0.00045092773437496644,0.0004527601191927769,0.0004535585937499665,0.0004530358610041073,0.00045056645337080055,0.000451473558803765,0.00045423162882543257,0.00045180982281400596,Gres
13.026328740157554,13.44150288300597,13.103961614173304,13.491598983198157,13.047624999999854,12.815066767447158,12.832687499999862,12.759385235575095,12.973323170731616,12.951157648282985,12.908346036585304,13.098270031217455,0.006565690348493079,-0.039134868083223556,-0.0023682955326891296,-0.03781618800462107,0.023472998164654358,0.055518601328068726,0.05411302354266738,0.06413045619883428,0.03671882832724367,0.04322697806518546,0.05323232389475611,0.028133152074048186,283.4339320866157,297.1132742265544,286.8190206692931,296.74375348751295,278.40812499999697,270.19450743259085,270.88131249999765,267.80448475685483,274.6218241869905,273.9062825182117,271.38065294715256,278.23731789802457,0.025340829828276523,0.025322743669729777,0.025377426982156313,0.025255901002332173,0.02528883925025048,0.02525860487108235,0.025304474036225495,0.02529682384147928,0.02535500369728327,0.025274160457804593,0.025191825159128288,0.025265498395502586,0.08001402191411294,0.07555539697775426,0.08032906515000793,0.0743330001049771,0.07335695727383719,0.07897948705637718,0.0804119780473824,0.07868392498493139,0.0754271021810122,0.07709549936783232,0.07583949218540803,0.07701675332812039,0.0006421576563856692,0.0006412413469628395,0.0006440138002346752,0.0006378605354396033,0.0006395253906250093,0.0006379971200334649,0.0006403164062500101,0.0006399292964668346,0.0006428762124892482,0.0006387831868468533,0.000634628054848089,0.0006383454091731437,Gres
12.737635334645754,13.391530783061775,12.600762795275683,13.285696571393341,12.63131249999984,12.507369614511871,12.529937499999809,12.446271101032432,12.559895833333286,12.595213319458871,12.623412093495872,12.544614984391245,0.013131377642189142,-0.06785125646069229,0.026882653602167465,-0.05661309897645992,0.040647392594135676,0.06468862374674376,0.05420421858579136,0.06793215787729538,0.052786548491838926,0.04456044081831331,0.04103137090670696,0.05478859837997663,269.8019808070903,291.6536673073407,265.8465797244128,288.5477710955492,262.0364374999964,255.31689342402342,258.2773124999967,254.41087175609738,257.70522103658465,259.73855359001186,261.18222815040536,256.9431581685759,0.02604841476419192,0.025978310905212163,0.026073825520374353,0.02598134411685217,0.025955866990913755,0.025984199467649242,0.02600206572322675,0.025979618386150014,0.026039923784131995,0.026046578900716707,0.02604034983285702,0.026071940183353147,0.08028327964912449,0.0762732352268862,0.08120565655353842,0.07602279246950358,0.07947625628934012,0.07862957473073845,0.08132285103094263,0.08095711656161976,0.08132237743606152,0.07911770840277635,0.07907644439834306,0.07923245369281912,0.0006785199117273717,0.0006748726374878652,0.0006798443772669249,0.0006750302421182888,0.0006737070312500062,0.0006751786219745832,0.0006761074218750035,0.0006749405714899839,0.0006780776306834032,0.0006784242724312607,0.0006780998194175766,0.0006797460649243446,Gres
13.175935039370207,13.566991133982535,13.268516240157545,13.5481430962864,13.246499999999823,13.037729906776926,13.172999999999806,12.959498614259909,13.1006097560974,13.199596774193514,13.190485264227593,13.069068678459876,0.01587642009664885,-0.028819947196957855,0.0025326151566681127,-0.028125634938893918,0.01269031378260078,0.045857971348496555,0.02576153396786941,0.055203459494198956,0.0373921549087708,0.03175839731825937,0.03169308829442514,0.04229660167316023,284.8086860236233,297.48899497799675,288.7068774606315,297.2604625209326,285.352624999997,275.46327790374227,281.60787499999674,272.62087427562403,278.1176321138184,279.313020291365,279.90758384146255,275.98790322580896,0.025088208186093454,0.025096881308467496,0.02501800927201098,0.025052385125682388,0.024949284496253672,0.024952772992644697,0.024994218081388422,0.024963542965029156,0.024970212234280923,0.02497711850035989,0.024946491286010803,0.02499180481224156,0.07638105912617389,0.07085399859525264,0.07565869802660743,0.07206829362653738,0.07596207985317,0.07489893984953307,0.0764533089548599,0.07619955225874504,0.07502243138230687,0.07346148421497303,0.07277386857014717,0.07509178518209284,0.0006294181899887667,0.0006298534514113051,0.0006259007879344273,0.0006276220004855122,0.0006224667968750039,0.0006226408800224586,0.000624710937500004,0.0006231784773668566,0.0006235114990250328,0.0006238564485810202,0.0006223274274830128,0.0006245903077731805,Gres
